iter	RMSE
2928	0.3793105823
2929	0.3792719102
2930	0.3792718389
2931	0.379265478
2932	0.3792442222
2933	0.3792076665
2934	0.3791638372
2935	0.3791092019
2936	0.3790355016
2937	0.37897392
2938	0.3789227622
2939	0.3789140905
2940	0.3788728743
2941	0.3788500361
2942	0.3788134388
2943	0.3787647875
2944	0.3787300725
2945	0.378729798
2946	0.3786554581
2947	0.3785890603
2948	0.3785172161
2949	0.3784855854
2950	0.3784311078
2951	0.3783871293
2952	0.3783734868
2953	0.3783503854
2954	0.3782869547
2955	0.3782581277
2956	0.378210855
2957	0.3782074307
2958	0.3781326124
2959	0.3780963309
2960	0.3780657302
2961	0.3780347923
2962	0.3779636842
2963	0.3779031152
2964	0.3778362761
2965	0.3777910442
2966	0.3777726373
2967	0.3777349712
2968	0.3776898509
2969	0.3776742565
2970	0.3776493428
2971	0.3776400279
2972	0.3775903235
2973	0.3775324304
2974	0.3774836142
2975	0.3774614531
2976	0.3774115242
2977	0.377386842
2978	0.3773480692
2979	0.3773162432
2980	0.3773050004
2981	0.3772698287
2982	0.3772221476
2983	0.3771965941
2984	0.3771363563
2985	0.3771347222
2986	0.3770831871
2987	0.3770191066
2988	0.3769869284
2989	0.3769483498
2990	0.3768919842
2991	0.3768279252
2992	0.3768016463
2993	0.3767701981
2994	0.3767271791
2995	0.3767079286
2996	0.3766850201
2997	0.3766504563
2998	0.3765873184
2999	0.3765448024
